order_id,order_date,customer_id,product_id,store_id,quantity,discount_pct,category,selling_price
4596,2023-05-23,4732,38,9,1,0.15,TV,67805.35
4597,2023-10-09,3603,84,19,3,0.05,Smartphone,41484.6
4598,2023-12-01,859,124,1,4,0.0,Accessory,4683.0
4599,2023-12-12,3218,41,6,1,0.1,Smartphone,21896.1
4600,2023-08-08,778,78,9,4,0.0,Tablet,38276.0
4601,2023-11-23,50,16,20,4,0.15,Tablet,11373.85
4602,2023-06-09,2609,50,12,1,0.0,Laptop,117910.0
4603,2023-03-17,3683,47,11,3,0.0,Accessory,2432.0
4604,2023-04-09,376,123,17,1,0.05,Smartphone,40052.95
4605,2023-06-29,23,82,18,2,0.15,Laptop,81224.3
4606,2023-05-07,2673,11,8,1,0.0,Accessory,4255.0
4607,2023-02-01,4379,143,5,4,0.15,Laptop,47184.35
4608,2023-09-22,1030,124,6,1,0.2,Accessory,3746.4
4609,2023-11-30,4376,66,3,4,0.0,Smartphone,16158.0
4610,2023-01-13,2646,139,4,3,0.0,Laptop,36528.0
4611,2023-12-18,393,104,6,2,0.0,Accessory,3588.0
4612,2023-12-05,3518,33,7,2,0.15,Smartphone,31178.0
4613,2023-07-21,1094,122,11,3,0.1,Smartphone,22443.3
4614,2023-01-18,1498,12,6,3,0.0,Smartphone,57489.0
4615,2023-04-03,484,132,6,3,0.0,Smartphone,50135.0
4616,2023-10-07,2858,84,2,4,0.1,Smartphone,39301.2
4617,2023-12-24,4924,101,15,4,0.2,Tablet,18200.8
4618,2023-11-12,3923,3,15,3,0.15,Smartphone,23614.7
4619,2023-03-01,2224,61,2,2,0.0,Smartphone,21305.0
4620,2023-08-02,231,43,17,1,0.2,Laptop,49692.0
4621,2023-04-10,87,2,2,1,0.0,Smartphone,49617.0
4622,2023-01-01,4485,72,11,1,0.2,Laptop,66339.2
4623,2023-02-12,1644,47,6,4,0.1,Accessory,2188.8
4624,2023-11-07,719,88,20,2,0.05,Smartphone,17913.2
4625,2023-06-17,4833,19,14,4,0.0,Smartphone,44375.0
4626,2023-07-11,2230,1,16,4,0.2,Smartphone,30575.2
4627,2023-02-03,2470,140,3,1,0.2,Laptop,63670.4
4628,2023-02-03,2249,43,11,1,0.1,Laptop,55903.5
4629,2023-06-25,583,55,20,1,0.2,Smartphone,13485.6
4630,2023-07-15,4120,102,10,2,0.15,Tablet,7161.25
4631,2023-06-07,873,62,7,3,0.2,Accessory,2420.8
4632,2023-09-02,2384,110,20,1,0.05,Smartphone,14255.7
4633,2023-12-06,3722,57,8,2,0.1,Smartphone,12092.4
4634,2023-12-12,1493,20,19,4,0.1,Laptop,102627.0
4635,2023-12-01,4237,14,17,1,0.1,TV,24678.0
4636,2023-03-12,3319,107,5,1,0.2,Laptop,33252.8
4637,2023-11-23,1095,72,3,1,0.2,Laptop,66339.2
4638,2023-04-24,4008,117,10,2,0.1,Laptop,59525.1
4639,2023-10-12,4488,5,20,2,0.15,Smartphone,18216.35
4640,2023-05-23,2296,84,2,1,0.05,Smartphone,41484.6
4641,2023-04-07,1129,71,4,1,0.05,Laptop,38515.85
4642,2023-11-05,2306,51,17,3,0.2,Tablet,32644.8
4643,2023-11-16,406,41,17,4,0.0,Smartphone,24329.0
4644,2023-07-31,1655,87,14,3,0.1,Smartphone,17113.5
4645,2023-11-13,4982,145,8,1,0.15,Smartphone,19003.45
4646,2023-07-04,3076,19,20,3,0.15,Smartphone,37718.75
4647,2023-07-24,1588,29,15,1,0.05,Smartphone,37026.25
4648,2023-12-30,2055,122,16,2,0.15,Smartphone,21196.45
4649,2023-08-04,4097,132,6,1,0.15,Smartphone,42614.75
4650,2023-09-03,4435,142,20,3,0.1,Smartphone,41054.4
4651,2023-08-27,3770,37,9,1,0.0,Smartphone,21054.0
4652,2023-10-20,3774,4,17,4,0.2,Laptop,93090.4
4653,2023-01-08,4446,6,4,1,0.05,Smartphone,46472.1
4654,2023-03-19,2103,111,3,4,0.15,Smartphone,16171.25
4655,2023-11-20,3853,11,6,2,0.05,Accessory,4042.25
4656,2023-10-04,796,148,10,3,0.1,Tablet,27227.7
4657,2023-07-21,2947,142,4,4,0.15,Smartphone,38773.6
4658,2023-08-02,2320,1,9,2,0.1,Smartphone,34397.1
4659,2023-04-04,2905,105,10,4,0.15,Laptop,85373.15
4660,2023-03-16,1454,102,20,3,0.15,Tablet,7161.25
4661,2023-06-06,879,87,4,2,0.2,Smartphone,15212.0
4662,2023-06-02,4473,142,9,1,0.15,Smartphone,38773.6
4663,2023-05-22,387,71,18,1,0.05,Laptop,38515.85
4664,2023-03-19,3682,49,18,2,0.05,Laptop,86808.15
4665,2023-11-18,2435,134,14,3,0.0,Tablet,27141.0
4666,2023-07-01,1181,61,20,2,0.15,Smartphone,18109.25
4667,2023-07-14,4520,40,18,4,0.2,Accessory,2566.4
4668,2023-06-07,787,150,13,1,0.05,Accessory,3057.1
4669,2023-05-26,4373,123,18,4,0.2,Smartphone,33728.8
4670,2023-02-23,3220,146,6,1,0.1,Laptop,46050.3
4671,2023-12-22,1839,123,20,1,0.2,Smartphone,33728.8
4672,2023-10-04,1774,75,10,3,0.1,Tablet,40211.1
4673,2023-11-05,3186,7,16,3,0.05,Smartphone,53254.15
4674,2023-03-24,2043,40,3,3,0.15,Accessory,2726.8
4675,2023-06-05,1625,110,4,4,0.0,Smartphone,15006.0
4676,2023-01-04,3573,93,3,4,0.1,Laptop,79664.4
4677,2023-11-07,1249,65,18,1,0.15,Accessory,810.05
4678,2023-09-28,4243,62,18,2,0.2,Accessory,2420.8
4679,2023-03-05,1626,127,3,2,0.0,Smartphone,16507.0
4680,2023-04-22,1472,49,6,2,0.1,Laptop,82239.3
4681,2023-08-27,3753,34,13,4,0.1,Laptop,47759.4
4682,2023-05-24,1347,90,6,2,0.05,Accessory,2589.7
4683,2023-01-20,1115,125,7,1,0.2,Accessory,3388.8
4684,2023-03-05,14,126,13,2,0.05,Accessory,1899.05
4685,2023-10-16,1172,79,7,1,0.1,Smartphone,45002.7
4686,2023-03-22,1827,29,1,4,0.05,Smartphone,37026.25
4687,2023-07-16,3543,25,17,4,0.15,Accessory,4183.7
4688,2023-03-10,409,60,19,1,0.2,Accessory,3640.8
4689,2023-07-05,4480,70,20,3,0.05,Tablet,16985.05
4690,2023-06-16,4153,27,11,1,0.1,Smartphone,48238.2
4691,2023-07-24,2562,68,20,1,0.0,Smartphone,22531.0
4692,2023-06-13,3650,68,13,3,0.0,Smartphone,22531.0
4693,2023-04-04,2393,108,4,3,0.15,Accessory,3137.35
4694,2023-09-06,1903,106,4,1,0.05,Tablet,8777.05
4695,2023-03-09,3159,37,6,2,0.2,Smartphone,16843.2
4696,2023-12-09,405,28,3,4,0.2,Laptop,44440.8
4697,2023-01-21,4341,67,8,2,0.1,Laptop,98312.4
4698,2023-11-15,859,17,2,1,0.0,Smartphone,21497.0
4699,2023-03-26,1998,95,15,3,0.2,Laptop,63283.2
4700,2023-01-24,209,89,15,1,0.0,Tablet,24490.0
4701,2023-04-21,2191,47,6,4,0.0,Accessory,2432.0
4702,2023-12-17,1823,88,15,1,0.2,Smartphone,15084.8
4703,2023-03-24,546,23,15,4,0.05,Smartphone,27502.5
4704,2023-12-24,804,76,13,4,0.0,Laptop,114118.0
4705,2023-03-19,1128,113,7,1,0.1,Accessory,808.2
4706,2023-05-20,4093,69,5,3,0.0,Smartphone,39738.0
4707,2023-09-28,247,74,8,1,0.2,Laptop,95293.6
4708,2023-12-05,2578,79,6,2,0.0,Smartphone,50003.0
4709,2023-06-18,465,39,4,1,0.15,Smartphone,45269.3
4710,2023-07-16,620,23,1,2,0.15,Smartphone,24607.5
4711,2023-09-19,1959,16,17,4,0.05,Tablet,12711.95
4712,2023-08-03,3036,51,16,2,0.0,Tablet,40806.0
4713,2023-03-08,2416,50,11,2,0.05,Laptop,112014.5
4714,2023-08-17,1230,80,6,1,0.05,Smartphone,15959.05
4715,2023-06-10,357,66,19,1,0.15,Smartphone,13734.3
4716,2023-05-02,2379,98,12,2,0.15,Laptop,55210.9
4717,2023-05-29,3352,35,5,2,0.0,Smartphone,40892.0
4718,2023-12-06,885,124,4,3,0.05,Accessory,4448.85
4719,2023-07-12,4597,125,8,1,0.2,Accessory,3388.8
4720,2023-08-19,1759,27,4,3,0.1,Smartphone,48238.2
4721,2023-04-21,4840,112,8,4,0.05,Laptop,51701.85
4722,2023-05-25,2921,36,10,1,0.05,Smartphone,20938.95
4723,2023-08-09,1458,61,1,2,0.05,Smartphone,20239.75
4724,2023-03-05,551,97,18,2,0.05,Accessory,4743.35
4725,2023-05-06,200,130,18,2,0.0,Smartphone,14025.0
4726,2023-08-06,1391,12,16,2,0.15,Smartphone,48865.65
4727,2023-10-11,3743,71,19,3,0.15,Laptop,34461.55
4728,2023-12-20,4435,131,7,4,0.2,Laptop,58097.6
4729,2023-08-24,1444,135,19,3,0.15,Laptop,54991.6
4730,2023-01-13,4775,7,9,3,0.2,Smartphone,44845.6
4731,2023-06-02,277,113,9,1,0.1,Accessory,808.2
4732,2023-08-27,54,16,5,2,0.15,Tablet,11373.85
4733,2023-07-09,164,61,18,3,0.1,Smartphone,19174.5
4734,2023-05-31,2124,124,5,4,0.1,Accessory,4214.7
4735,2023-03-27,2790,48,5,1,0.05,Accessory,1908.55
4736,2023-01-21,4518,24,2,4,0.2,Laptop,93030.4
4737,2023-07-01,4673,104,9,3,0.0,Accessory,3588.0
4738,2023-11-15,1254,150,5,3,0.2,Accessory,2574.4
4739,2023-06-07,1330,70,8,1,0.2,Tablet,14303.2
4740,2023-03-17,986,73,12,2,0.2,Smartphone,43478.4
4741,2023-11-25,3189,100,3,1,0.0,Smartphone,26178.0
4742,2023-07-22,1081,105,13,3,0.15,Laptop,85373.15
4743,2023-08-17,659,76,14,1,0.0,Laptop,114118.0
4744,2023-06-01,2266,143,3,1,0.0,Laptop,55511.0
4745,2023-09-20,4642,70,10,3,0.0,Tablet,17879.0
4746,2023-03-13,2035,57,16,1,0.1,Smartphone,12092.4
4747,2023-08-13,849,15,15,2,0.1,Smartphone,15583.5
4748,2023-05-11,466,76,17,1,0.05,Laptop,108412.1
4749,2023-12-26,4662,142,19,1,0.2,Smartphone,36492.8
4750,2023-01-28,4600,66,5,3,0.2,Smartphone,12926.4
4751,2023-10-26,1375,62,8,3,0.15,Accessory,2572.1
4752,2023-04-07,4637,27,17,1,0.15,Smartphone,45558.3
4753,2023-02-15,1807,44,12,3,0.0,Laptop,61038.0
4754,2023-01-01,2127,44,11,3,0.1,Laptop,54934.2
4755,2023-06-15,419,25,8,4,0.05,Accessory,4675.9
4756,2023-09-02,1460,43,11,4,0.15,Laptop,52797.75
4757,2023-08-07,4533,70,13,1,0.0,Tablet,17879.0
4758,2023-04-12,2214,107,15,2,0.1,Laptop,37409.4
4759,2023-10-18,598,101,2,4,0.1,Tablet,20475.9
4760,2023-07-23,1190,118,16,3,0.2,Smartphone,47358.4
4761,2023-07-21,3907,113,18,3,0.05,Accessory,853.1
4762,2023-02-23,4046,144,15,4,0.15,Smartphone,18801.15
4763,2023-10-07,446,136,1,1,0.05,Accessory,3869.35
4764,2023-10-05,4750,28,7,4,0.2,Laptop,44440.8
4765,2023-01-16,47,107,12,4,0.15,Laptop,35331.1
4766,2023-01-13,3929,71,3,3,0.15,Laptop,34461.55
4767,2023-12-22,1513,128,3,3,0.15,Accessory,2443.75
4768,2023-12-22,1287,92,16,4,0.0,Accessory,4678.0
4769,2023-11-14,2702,131,9,4,0.05,Laptop,68990.9
4770,2023-03-28,1949,69,3,3,0.05,Smartphone,37751.1
4771,2023-03-19,943,99,20,4,0.15,TV,31154.2
4772,2023-03-08,2702,132,8,2,0.2,Smartphone,40108.0
4773,2023-12-13,2291,25,16,3,0.0,Accessory,4922.0
4774,2023-07-30,3726,47,6,1,0.15,Accessory,2067.2
4775,2023-08-02,4951,118,14,1,0.1,Smartphone,53278.2
4776,2023-07-04,904,97,6,2,0.05,Accessory,4743.35
4777,2023-02-02,2660,5,19,4,0.05,Smartphone,20359.45
4778,2023-04-25,1132,124,12,1,0.0,Accessory,4683.0
4779,2023-10-02,2369,70,16,3,0.15,Tablet,15197.15
4780,2023-07-17,4570,72,2,4,0.0,Laptop,82924.0
4781,2023-05-23,2756,27,9,2,0.0,Smartphone,53598.0
4782,2023-08-16,3545,108,9,2,0.05,Accessory,3506.45
4783,2023-04-30,467,51,4,2,0.1,Tablet,36725.4
4784,2023-12-19,4058,27,3,4,0.1,Smartphone,48238.2
4785,2023-01-24,4851,96,12,3,0.0,Smartphone,17316.0
4786,2023-01-27,4035,143,13,4,0.2,Laptop,44408.8
4787,2023-03-16,1136,72,20,4,0.1,Laptop,74631.6
4788,2023-08-29,1479,108,19,3,0.15,Accessory,3137.35
4789,2023-01-23,4384,88,16,1,0.15,Smartphone,16027.6
4790,2023-06-10,341,2,12,2,0.15,Smartphone,42174.45
4791,2023-02-10,660,32,14,3,0.2,Laptop,49036.8
4792,2023-08-26,186,55,3,3,0.0,Smartphone,16857.0
4793,2023-08-27,2077,97,12,2,0.0,Accessory,4993.0
4794,2023-02-25,1432,87,1,2,0.2,Smartphone,15212.0
4795,2023-04-08,4993,93,3,3,0.2,Laptop,70812.8
4796,2023-05-26,747,32,16,2,0.0,Laptop,61296.0
4797,2023-09-19,3835,45,5,1,0.05,TV,49040.9
4798,2023-02-09,533,49,15,4,0.05,Laptop,86808.15
4799,2023-07-12,2976,112,4,3,0.1,Laptop,48980.7
4800,2023-08-27,4210,12,20,2,0.0,Smartphone,57489.0
4801,2023-02-11,1122,119,11,1,0.0,Accessory,3813.0
4802,2023-08-10,3094,38,10,4,0.05,TV,75782.45
4803,2023-07-15,1145,130,15,2,0.05,Smartphone,13323.75
4804,2023-10-15,211,40,13,1,0.15,Accessory,2726.8
4805,2023-01-10,3774,62,11,4,0.05,Accessory,2874.7
4806,2023-08-23,2864,136,13,4,0.2,Accessory,3258.4
4807,2023-11-21,2434,147,6,3,0.2,Smartphone,45796.8
4808,2023-09-22,4997,37,1,2,0.0,Smartphone,21054.0
4809,2023-03-10,1924,15,1,3,0.05,Smartphone,16449.25
4810,2023-05-19,3125,25,10,3,0.0,Accessory,4922.0
4811,2023-12-21,1892,140,9,1,0.2,Laptop,63670.4
4812,2023-08-07,641,67,16,1,0.1,Laptop,98312.4
4813,2023-07-15,1615,88,16,2,0.15,Smartphone,16027.6
4814,2023-03-15,1485,9,8,4,0.1,Accessory,2557.8
4815,2023-04-13,3793,21,18,1,0.15,Accessory,3338.8
4816,2023-08-13,1926,134,8,2,0.1,Tablet,24426.9
4817,2023-05-03,1880,102,4,2,0.1,Tablet,7582.5
4818,2023-04-12,2999,108,5,3,0.1,Accessory,3321.9
4819,2023-09-21,1332,16,12,2,0.1,Tablet,12042.9
4820,2023-06-10,2261,51,10,1,0.15,Tablet,34685.1
4821,2023-08-21,4280,92,18,4,0.15,Accessory,3976.3
4822,2023-10-02,2141,86,7,4,0.15,Accessory,348.5
4823,2023-09-15,1644,43,10,2,0.2,Laptop,49692.0
4824,2023-11-07,2293,33,17,1,0.2,Smartphone,29344.0
4825,2023-05-19,3711,135,16,2,0.1,Laptop,58226.4
4826,2023-08-15,1796,12,3,2,0.1,Smartphone,51740.1
4827,2023-09-30,1678,19,11,2,0.0,Smartphone,44375.0
4828,2023-11-13,2753,47,9,2,0.2,Accessory,1945.6
4829,2023-03-27,1404,118,10,3,0.0,Smartphone,59198.0
4830,2023-10-18,239,64,12,2,0.15,Tablet,9454.55
4831,2023-08-05,319,78,17,4,0.2,Tablet,30620.8
4832,2023-12-25,562,25,8,1,0.05,Accessory,4675.9
4833,2023-03-07,2808,148,14,3,0.2,Tablet,24202.4
4834,2023-09-14,2378,38,6,1,0.15,TV,67805.35
4835,2023-05-15,3414,100,16,3,0.05,Smartphone,24869.1
4836,2023-02-24,4705,102,6,4,0.15,Tablet,7161.25
4837,2023-12-22,4039,100,12,2,0.1,Smartphone,23560.2
4838,2023-08-31,2660,149,18,2,0.2,Laptop,55911.2
4839,2023-09-09,1508,64,15,2,0.1,Tablet,10010.7
4840,2023-01-21,4962,84,18,4,0.2,Smartphone,34934.4
4841,2023-11-03,2021,105,4,4,0.2,Laptop,80351.2
4842,2023-06-12,155,47,15,3,0.2,Accessory,1945.6
4843,2023-12-22,542,101,7,2,0.05,Tablet,21613.45
4844,2023-09-21,4256,101,5,1,0.0,Tablet,22751.0
4845,2023-03-09,4886,97,7,3,0.0,Accessory,4993.0
4846,2023-04-17,1605,94,5,1,0.0,Accessory,2831.0
4847,2023-03-08,1685,127,20,1,0.2,Smartphone,13205.6
4848,2023-07-18,2537,2,10,4,0.05,Smartphone,47136.15
4849,2023-07-11,1280,49,10,3,0.0,Laptop,91377.0
4850,2023-01-02,4152,9,18,2,0.2,Accessory,2273.6
4851,2023-09-14,2900,22,1,1,0.05,Laptop,86373.05
4852,2023-01-01,869,23,5,2,0.15,Smartphone,24607.5
4853,2023-12-24,3014,54,16,4,0.05,Smartphone,40373.1
4854,2023-04-25,3167,42,19,1,0.1,Smartphone,40984.2
4855,2023-03-29,3311,51,13,3,0.05,Tablet,38765.7
4856,2023-07-16,683,111,7,3,0.2,Smartphone,15220.0
4857,2023-04-02,2264,98,18,4,0.0,Laptop,64954.0
4858,2023-10-01,1462,8,16,4,0.15,Smartphone,18271.6
4859,2023-12-10,3830,39,3,3,0.0,Smartphone,53258.0
4860,2023-06-09,146,127,15,2,0.05,Smartphone,15681.65
4861,2023-06-22,1975,23,9,1,0.1,Smartphone,26055.0
4862,2023-02-02,1821,57,3,2,0.1,Smartphone,12092.4
4863,2023-03-14,605,42,14,3,0.1,Smartphone,40984.2
4864,2023-07-15,1607,109,12,4,0.05,Laptop,83741.55
4865,2023-10-11,4240,18,13,4,0.05,Tablet,35188.0
4866,2023-03-28,3200,50,9,2,0.05,Laptop,112014.5
4867,2023-11-05,1548,90,16,3,0.15,Accessory,2317.1
4868,2023-08-12,2773,80,5,1,0.2,Smartphone,13439.2
4869,2023-02-13,1988,46,16,3,0.0,Tablet,43886.0
4870,2023-12-02,1386,43,18,4,0.1,Laptop,55903.5
4871,2023-05-18,3644,120,4,2,0.15,TV,75342.3
4872,2023-09-27,2897,38,3,4,0.1,TV,71793.9
4873,2023-12-25,1820,6,1,2,0.1,Smartphone,44026.2
4874,2023-02-05,2655,5,20,3,0.2,Smartphone,17144.8
4875,2023-02-03,2120,70,1,2,0.2,Tablet,14303.2
4876,2023-03-29,4718,141,17,4,0.2,Laptop,84468.0
4877,2023-05-26,946,137,20,4,0.1,Laptop,53960.4
4878,2023-01-16,1306,32,7,3,0.05,Laptop,58231.2
4879,2023-08-21,1902,144,8,2,0.2,Smartphone,17695.2
4880,2023-02-10,3696,81,7,3,0.0,Tablet,33091.0
4881,2023-09-12,159,96,7,1,0.15,Smartphone,14718.6
4882,2023-10-08,3795,132,18,2,0.2,Smartphone,40108.0
4883,2023-05-06,3323,140,15,2,0.15,Laptop,67649.8
4884,2023-01-08,1351,51,20,1,0.2,Tablet,32644.8
4885,2023-12-16,4721,28,19,1,0.0,Laptop,55551.0
4886,2023-12-06,4434,134,19,3,0.05,Tablet,25783.95
4887,2023-11-20,1655,4,15,2,0.05,Laptop,110544.85
4888,2023-06-25,3031,117,15,1,0.1,Laptop,59525.1
4889,2023-08-16,676,111,18,2,0.15,Smartphone,16171.25
4890,2023-11-19,369,136,7,1,0.1,Accessory,3665.7
4891,2023-01-18,3176,29,14,3,0.05,Smartphone,37026.25
4892,2023-02-25,1204,61,3,4,0.1,Smartphone,19174.5
4893,2023-02-04,3361,60,18,3,0.0,Accessory,4551.0
4894,2023-04-28,1472,124,6,2,0.1,Accessory,4214.7
4895,2023-10-09,1349,50,19,1,0.2,Laptop,94328.0
4896,2023-09-11,3424,46,16,4,0.2,Tablet,35108.8
4897,2023-08-01,3017,3,11,1,0.2,Smartphone,22225.6
4898,2023-03-02,670,137,18,3,0.0,Laptop,59956.0
4899,2023-03-29,1255,140,13,1,0.1,Laptop,71629.2
4900,2023-09-28,4420,139,3,4,0.05,Laptop,34701.6
4901,2023-12-13,2009,102,11,1,0.2,Tablet,6740.0
4902,2023-02-01,827,26,2,1,0.15,Smartphone,13712.2
4903,2023-05-13,2312,111,14,2,0.05,Smartphone,18073.75
4904,2023-03-05,450,83,6,1,0.05,Smartphone,46107.3
4905,2023-07-18,549,80,5,3,0.2,Smartphone,13439.2
4906,2023-09-13,1635,60,13,4,0.15,Accessory,3868.35
4907,2023-12-08,3670,133,18,4,0.0,Laptop,70658.0
4908,2023-06-04,2113,137,16,2,0.1,Laptop,53960.4
4909,2023-08-19,1639,80,14,4,0.05,Smartphone,15959.05
4910,2023-10-28,4720,88,2,1,0.05,Smartphone,17913.2
4911,2023-02-04,4449,106,11,1,0.15,Tablet,7853.15
4912,2023-01-26,1008,80,6,1,0.2,Smartphone,13439.2
4913,2023-01-23,4232,148,5,4,0.15,Tablet,25715.05
4914,2023-05-21,3386,77,15,2,0.2,TV,47110.4
4915,2023-10-12,1011,46,18,4,0.0,Tablet,43886.0
4916,2023-11-16,2774,17,1,4,0.2,Smartphone,17197.6
4917,2023-06-05,2801,117,3,1,0.05,Laptop,62832.05
4918,2023-04-23,310,149,8,1,0.0,Laptop,69889.0
4919,2023-05-19,156,20,4,3,0.0,Laptop,114030.0
4920,2023-07-28,1637,50,11,2,0.05,Laptop,112014.5
4921,2023-11-19,4462,87,11,3,0.0,Smartphone,19015.0
4922,2023-12-30,3153,144,14,3,0.0,Smartphone,22119.0
4923,2023-03-27,3131,125,18,2,0.15,Accessory,3600.6
4924,2023-10-12,1261,11,7,4,0.15,Accessory,3616.75
4925,2023-03-01,4434,146,13,4,0.2,Laptop,40933.6
4926,2023-02-23,4568,109,16,1,0.05,Laptop,83741.55
4927,2023-04-03,4385,108,20,2,0.2,Accessory,2952.8
4928,2023-11-21,4470,97,19,3,0.15,Accessory,4244.05
4929,2023-09-22,3381,58,13,4,0.2,Laptop,50055.2
4930,2023-08-01,1631,101,18,2,0.2,Tablet,18200.8
4931,2023-11-29,1146,83,12,2,0.2,Smartphone,38827.2
4932,2023-01-10,2395,9,5,3,0.2,Accessory,2273.6
4933,2023-12-24,36,8,13,3,0.15,Smartphone,18271.6
4934,2023-07-22,725,84,7,1,0.2,Smartphone,34934.4
4935,2023-07-15,1477,92,9,1,0.2,Accessory,3742.4
4936,2023-02-27,2507,24,19,2,0.2,Laptop,93030.4
4937,2023-09-13,3298,45,9,4,0.05,TV,49040.9
4938,2023-08-11,891,10,7,4,0.15,Accessory,3410.2
4939,2023-06-29,2850,120,6,2,0.05,TV,84206.1
4940,2023-12-28,1401,12,4,1,0.1,Smartphone,51740.1
4941,2023-02-04,1027,59,16,3,0.05,Smartphone,35101.55
4942,2023-12-25,4102,82,8,2,0.15,Laptop,81224.3
4943,2023-04-13,2661,127,4,3,0.15,Smartphone,14030.95
4944,2023-06-10,4405,104,8,1,0.2,Accessory,2870.4
4945,2023-07-19,2407,23,18,2,0.1,Smartphone,26055.0
4946,2023-06-09,3006,104,1,4,0.15,Accessory,3049.8
4947,2023-07-02,3750,94,11,4,0.15,Accessory,2406.35
4948,2023-12-19,676,55,8,2,0.2,Smartphone,13485.6
4949,2023-05-16,2850,117,7,4,0.15,Laptop,56218.15
4950,2023-08-14,518,53,20,3,0.15,Laptop,49685.05
4951,2023-08-31,4480,139,6,3,0.15,Laptop,31048.8
4952,2023-04-16,3986,39,4,4,0.0,Smartphone,53258.0
4953,2023-03-12,2587,95,4,2,0.1,Laptop,71193.6
4954,2023-03-18,4704,16,10,1,0.15,Tablet,11373.85
4955,2023-02-23,162,13,16,1,0.0,Smartphone,44664.0
4956,2023-10-04,601,120,20,3,0.15,TV,75342.3
4957,2023-04-21,1560,92,10,1,0.2,Accessory,3742.4
4958,2023-08-12,665,116,15,4,0.1,Smartphone,35393.4
4959,2023-03-16,4958,99,12,1,0.15,TV,31154.2
4960,2023-01-14,3782,114,16,1,0.0,Accessory,2387.0
4961,2023-09-15,2040,146,11,1,0.0,Laptop,51167.0
4962,2023-07-08,4577,29,9,3,0.1,Smartphone,35077.5
4963,2023-12-30,3791,132,17,4,0.0,Smartphone,50135.0
4964,2023-08-27,4317,37,6,4,0.1,Smartphone,18948.6
4965,2023-11-30,1773,36,8,3,0.1,Smartphone,19836.9
4966,2023-10-31,4606,148,18,3,0.15,Tablet,25715.05
4967,2023-04-01,1391,19,1,2,0.0,Smartphone,44375.0
4968,2023-07-03,4287,7,12,4,0.15,Smartphone,47648.45
4969,2023-01-17,1718,27,4,3,0.1,Smartphone,48238.2
4970,2023-01-12,1958,116,16,3,0.0,Smartphone,39326.0
4971,2023-06-15,1660,77,19,3,0.2,TV,47110.4
4972,2023-05-26,3089,97,12,1,0.0,Accessory,4993.0
4973,2023-10-09,2079,125,2,1,0.15,Accessory,3600.6
4974,2023-02-06,2945,36,8,1,0.1,Smartphone,19836.9
4975,2023-03-11,1828,100,16,1,0.0,Smartphone,26178.0
4976,2023-06-18,2440,24,9,4,0.0,Laptop,116288.0
4977,2023-12-01,1117,64,20,4,0.1,Tablet,10010.7
4978,2023-06-19,2006,97,12,1,0.05,Accessory,4743.35
4979,2023-09-10,1162,86,14,2,0.05,Accessory,389.5
4980,2023-12-12,4120,139,8,4,0.05,Laptop,34701.6
4981,2023-10-24,168,38,9,4,0.0,TV,79771.0
4982,2023-05-22,2001,92,7,2,0.0,Accessory,4678.0
4983,2023-09-30,289,89,7,2,0.05,Tablet,23265.5
4984,2023-08-13,1038,144,1,1,0.0,Smartphone,22119.0
4985,2023-07-02,2486,137,2,1,0.05,Laptop,56958.2
4986,2023-08-09,3365,21,5,3,0.0,Accessory,3928.0
4987,2023-02-22,4824,142,9,1,0.0,Smartphone,45616.0
4988,2023-04-28,2132,21,10,2,0.1,Accessory,3535.2
4989,2023-12-31,4465,21,11,2,0.15,Accessory,3338.8
4990,2023-06-08,3974,66,7,2,0.15,Smartphone,13734.3
4991,2023-05-16,1185,147,1,2,0.05,Smartphone,54383.7
4992,2023-03-18,4992,20,10,1,0.1,Laptop,102627.0
4993,2023-12-02,2354,3,10,1,0.05,Smartphone,26392.9
4994,2023-02-14,1483,83,6,3,0.2,Smartphone,38827.2
4995,2023-01-18,3668,143,2,1,0.05,Laptop,52735.45
4996,2023-12-21,4806,146,14,4,0.1,Laptop,46050.3
4997,2023-07-24,200,150,14,2,0.15,Accessory,2735.3
4998,2023-11-20,335,57,9,3,0.2,Smartphone,10748.8
4999,2023-03-24,3414,59,18,2,0.2,Smartphone,29559.2
5000,2023-02-19,179,59,11,3,0.1,Smartphone,33254.1
5001,2023-10-08,450,17,17,2,0.0,Smartphone,21497.0
5002,2023-06-15,1725,11,5,4,0.0,Accessory,4255.0
5003,2023-08-31,1180,130,4,2,0.1,Smartphone,12622.5
5004,2023-06-13,4836,138,2,1,0.1,Smartphone,25037.1
5005,2023-11-20,868,111,18,4,0.05,Smartphone,18073.75
5006,2023-02-25,978,17,9,4,0.0,Smartphone,21497.0
5007,2023-02-08,3641,90,1,3,0.2,Accessory,2180.8
5008,2023-11-15,666,47,16,4,0.1,Accessory,2188.8
5009,2023-05-08,2073,119,13,2,0.15,Accessory,3241.05
5010,2023-05-02,2524,51,7,4,0.1,Tablet,36725.4
5011,2023-09-04,783,124,18,3,0.15,Accessory,3980.55
5012,2023-07-05,4298,22,19,1,0.2,Laptop,72735.2
5013,2023-07-27,4706,105,12,4,0.2,Laptop,80351.2
5014,2023-11-11,1488,59,1,3,0.15,Smartphone,31406.65
5015,2023-10-31,4533,102,8,2,0.1,Tablet,7582.5
5016,2023-08-27,4968,10,12,1,0.0,Accessory,4012.0
